province,lat,lng,operators,awn_license_no,awn_station_code,nt_license_no,nt_station_code,tuc_license_no,tuc_station_code
นครราชสีมา,14.678888,102.184721,TUC,,,,,060362233071,NKR7945
นครราชสีมา,14.979166,102.13361,TUC,,,,,060362233072|060367026866,NKRA060|NKRA060
นครราชสีมา,15.434721,102.319166,TUC,,,,,060362233074|060367026591,NKRA088|NKRA088
นครราชสีมา,14.617777,101.265277,TUC,,,,,060362115810,NKR6417
นครราชสีมา,14.716943,101.360833,TUC,,,,,060362115811|060367026760,NKR6424|NKR6424
นครราชสีมา,14.684999,101.37611,TUC,,,,,060362115812,NKR6434
นครราชสีมา,15.371388,102.38111,TUC,,,,,060362115813,NKR6454
นครราชสีมา,14.64361,102.067777,TUC,,,,,060362115814|060367026723,NKR6458|NKR6458
นครราชสีมา,14.73611,101.430277,TUC,,,,,060362115816,NKR7686
นครราชสีมา,14.644999,101.254722,NT|TUC,,,060368039886,NKR7930,060362115817|060364042391,NKR7930|NKR7930
นครราชสีมา,15.212222,102.061944,NT|TUC,,,060366017730,NKR5827,060363000326,NKR5827
นครราชสีมา,15.151111,101.793055,NT|TUC,,,060366017734,NKR5861,060363000327,NKR5861
นครราชสีมา,15.209722,102.388333,NT|TUC,,,060363037979,NKR5984,060363000328|060362181713,NKR5984|NKR5984
นครราชสีมา,15.019721,102.137221,TUC,,,,,060363000361|060366016973,NKR7429|NKR7429
ชัยภูมิ,15.805,102.031666,TUC,,,,,060362199751|060364042215,CYP6436|CYP6436
นครราชสีมา,15.144444,102.474166,NT|TUC,,,060363038412,NKR5895,060362199754,NKR5895
นครราชสีมา,14.925832,102.161388,TUC,,,,,060362199755|060367037228,NKR5896|NKR5896
นครราชสีมา,14.920554,102.166111,TUC,,,,,060362199756,NKR5897
นครราชสีมา,15.247499,102.347499,NT|TUC,,,060366017749,NKR7969,060362199758|060362064223,NKR7969|NKR7966
นครราชสีมา,15.024999,101.49361,NT|TUC,,,060366017754,NKRA003,060362199759|060365096278,NKRA003|NKRA003
นครราชสีมา,14.999444,101.541944,NT|TUC,,,060366017757,NKRA006,060362199760,NKRA006
นครราชสีมา,14.898333,101.847221,TUC,,,,,060362199761,NKRA066
นครราชสีมา,14.968888,102.094999,TUC,,,,,060363035453|060357079583,NKR1658|NKR1658
นครราชสีมา,14.893333,101.91861,TUC,,,,,060363035454|060362064056,NKR6404|NKR6404
นครราชสีมา,14.880832,101.894444,NT|TUC,,,060357080264,NKR6940,060363035455|060360211578,NKR6940|NKR6940
นครราชสีมา,14.695833,101.329721,NT|TUC,,,060366017725,NKR5802,060362181707|060367030109,NKR5802|NKR5802
นครราชสีมา,14.674443,101.575554,TUC,,,,,060362181708,NKR5826
นครราชสีมา,14.718888,101.416388,NT|TUC,,,060362038207,NMA0728-L23,060362060996|060362031072,NKR5809|NMA0728-U21
นครราชสีมา,14.702777,101.44611,TUC,,,,,060362060997,NKR5816
นครราชสีมา,15.209166,101.793055,TUC,,,,,060362060998,NKR5862
นครราชสีมา,14.948055,102.167499,AWN|NT|TUC,060361172766,872240ข้างหมู่บ้านอยู่สบาย11,060366001345,872240_SMYSB,060362060999|060367030130,NKR5903|NKR5903
ชัยภูมิ,15.934166,102.156388,TUC,,,,,060362029862,CYP6404
นครราชสีมา,15.035555,101.917777,TUC,,,,,060362029938|060367026707,NKR5963|NKR5963
ชัยภูมิ,15.632221,102.060555,NT|TUC,,,060365137693,CYP6402,060362029959,CYP6402
ชัยภูมิ,15.887499,102.261666,NT|TUC,,,060365137694,CYP6403,060362029960,CYP6403
นครราชสีมา,14.41,101.75,TUC,,,,,060362029970,NKR5885
นครราชสีมา,14.895277,102.151388,TUC,,,,,060362029971,NKR5899
นครราชสีมา,15.258333,102.866666,TUC,,,,,060362029973,NKR7934
นครราชสีมา,14.914722,101.700277,NT|TUC,,,060368039533,NKRA165,060363120808,NKRA165
นครราชสีมา,15.434166,102.529999,NT|TUC,,,060365078088,NKR5835,060363120829,NKR5835
นครราชสีมา,14.930832,102.101111,TUC,,,,,060363120831|060367030114,NKR5925|NKR5925
นครราชสีมา,14.74611,102.216388,AWN|NT|TUC,060358046796,870453 หน้าโรงงานซีพี โชคชัย,060363058850,870453_FCPCC,060363120833,NKR7375
นครราชสีมา,15.181943,102.26,TUC,,,,,060363120834,NKR7968
นครราชสีมา,14.898055,101.899721,AWN|NT|TUC,060359059073|060365124792,870607 นวนคร อพาร์ตเม้นต์|870607 นวนคร อพาร์ตเม้นต์,060363058885,870607_NVNKA,060363120835|060363120836|060368195885,NKRA068|NKRA069|NKRC095
นครราชสีมา,14.897777,101.9,TUC,,,,,060363120837,NKRA070
นครราชสีมา,14.898333,101.900555,TUC,,,,,060363120838,NKRA071
นครราชสีมา,14.556666,101.392777,TUC,,,,,060363120839|060367026868,NKRA152|NKRA152
นครราชสีมา,14.97611,102.068888,TUC,,,,,060363120873,NKR8759
นครราชสีมา,14.603055,101.214166,TUC,,,,,060363120874,NKR8762
นครราชสีมา,14.991944,102.115,AWN|NT|TUC,060359032888,870504 หอพักธัญทิพย์,060363058869,870504_HPTYT,060363009059|060367037230,NKRA159|NKRA159
ชัยภูมิ,16.059444,102.000555,NT|TUC,,,060366017648,CYP7155,060363009123,CYP7155
ชัยภูมิ,16.004444,101.892499,TUC,,,,,060363009124,CYP7157
ชัยภูมิ,16.055555,101.491944,NT|TUC,,,060366017649,CYP7183,060363009125,CYP7183
ชัยภูมิ,16.008611,101.67611,NT|TUC,,,060366017650,CYP7190,060363009126,CYP7190
ชัยภูมิ,16.348333,102.057222,NT|TUC,,,060366017651,CYP7197,060363009127,CYP7197
ชัยภูมิ,16.008055,101.701111,NT|TUC,,,060366017652,CYP7213,060363009128,CYP7213
นครราชสีมา,14.9025,102.005277,TUC,,,,,060363009132,NKR7388
นครราชสีมา,15.168054,102.466943,NT|TUC,,,060366033102,NKR7903,060363009133|060367026582,NKR7903|NKR7903
นครราชสีมา,15.113333,101.639721,NT|TUC,,,060366033103,NKR7916,060363009134,NKR7916
นครราชสีมา,14.661944,101.393055,TUC,,,,,060363027506|060364028519,NKR7428|NKR8264
นครราชสีมา,14.739166,101.392221,NT|TUC,,,060366017726,NKR5810,060363000165,NKR5810
นครราชสีมา,14.349721,102.427777,NT|TUC,,,060366017731,NKR5831,060363000166|060367030111|060362064073,NKR5831|NKR5831|NKR5831
นครราชสีมา,15.095277,102.18361,NT|TUC,,,060365024758,NKR5892,060363000167,NKR5892
นครราชสีมา,14.701944,101.415555,TUC,,,,,060363000168,NKR7394
นครราชสีมา,14.698333,101.414444,TUC,,,,,060363000169|060367026546,NKR7395|NKR7395
นครราชสีมา,15.1575,102.359722,NT|TUC,,,060366017747,NKR7962,060363000170,NKR7962
นครราชสีมา,15.433888,102.7525,NT|TUC,,,060366017762,NKRA090,060363000172,NKRA090
นครราชสีมา,14.634999,102.140277,NT|TUC,,,060366017763,NKRA094,060363000173,NKRA094
นครราชสีมา,14.520554,102.205277,NT|TUC,,,060366017764,NKRA095,060363000174,NKRA095
นครราชสีมา,14.799721,101.534166,NT|TUC,,,060366033101,NKR7354,060363000203,NKR7354
นครราชสีมา,14.910833,102.001666,TUC,,,,,060362248358|060367026867,NKRA105|NKRA105
นครราชสีมา,14.980277,102.12361,TUC,,,,,060362248359,NKRA120
นครราชสีมา,14.978332,102.090833,TUC,,,,,060361079440,NKR7415
นครราชสีมา,14.926943,102.049444,NT|TUC,,,060363036986,NKR7754,060361079523,NKR7754
นครราชสีมา,14.927499,102.049721,NT|TUC,,,060363036987,NKR7756,060361079524,NKR7756
นครราชสีมา,14.984444,102.103333,NT|TUC,,,060366037682,NKS7707,060361079539|060361079393,NKS7707|NKR7413
นครราชสีมา,15.456388,102.683054,TUC,,,,,060360218653|060368071599,CYP8518|CYP8518
ชัยภูมิ,16.617221,101.917777,TUC,,,,,060360218654|060364042224,CYP8519|CYP8519
ชัยภูมิ,15.865,102.018054,NT|TUC,,,060368039630,CYP8521,060360218655,CYP8521
ชัยภูมิ,16.423888,102.121943,NT|TUC,,,060362180387,CYP8543,060360218659,CYP8543
ชัยภูมิ,16.266943,102.203611,TUC,,,,,060360218660,CYP8560
นครราชสีมา,15.243055,102.586388,TUC,,,,,060360218684|060367026839,NKR8611|NKR8611
นครราชสีมา,14.426666,102.464722,NT|TUC,,,060367087303,NKR8652,060360218685|060367030139,NKR8652|NKR8652
นครราชสีมา,15.27111,102.626388,TUC,,,,,060360218686|060367026858,NKR8689|NKR8689
นครราชสีมา,15.004166,102.118054,NT|TUC,,,060368039496,NKR8526,060360218707|060367037209,NKR8526|NKR8526
นครราชสีมา,15.03611,102.133888,NT|TUC,,,060362180579,NKR8573,060360218708|060367037210,NKR8573|NKR8573
นครราชสีมา,15.107777,102.133333,TUC,,,,,060360218709|060367026860,NKR8702|NKR8702
นครราชสีมา,15.240833,101.517221,TUC,,,,,060360218723,NKR7113
นครราชสีมา,15.194166,101.476666,NT|TUC,,,060363037980,NKR7114,060360218724,NKR7114
นครราชสีมา,14.696388,101.447777,TUC,,,,,060360218725|060362030265,NKR7120|NKR7608
นครราชสีมา,14.426388,101.68111,NT|TUC,,,060366017742,NKR7123,060360218726,NKR7123
นครราชสีมา,14.39361,101.691944,TUC,,,,,060360218727,NKR7130
นครราชสีมา,14.819166,102.060277,TUC,,,,,060360218728,NKR7137
นครราชสีมา,14.97361,102.106111,TUC,,,,,060360218729,NKR7140
นครราชสีมา,14.966111,102.078054,TUC,,,,,060360218730,NKR7141
นครราชสีมา,14.949721,102.013611,TUC,,,,,060360218731,NKR7157
นครราชสีมา,15.159722,102.092499,TUC,,,,,060360218732|060367026806,NKR7163|NKR7163
นครราชสีมา,15.701944,102.161944,TUC,,,,,060360218733,NKR7164
นครราชสีมา,14.811388,102.225277,NT|TUC,,,060363037981,NKR7166,060360218734,NKR7166
นครราชสีมา,14.467221,102.525554,TUC,,,,,060360218735,NKR7169
นครราชสีมา,14.608333,101.337221,NT|TUC,,,060363036984,NKR1808,060360218786,NKR1808
นครราชสีมา,14.421666,101.861944,TUC,,,,,060360218787|060367030106,NKR7100|NKR7100
นครราชสีมา,14.568332,101.701388,TUC,,,,,060360218788,NKR7109
นครราชสีมา,14.527221,101.74111,TUC,,,,,060360218789,NKR7110
นครราชสีมา,14.531666,101.965833,TUC,,,,,060360204212|060360215307,NKR1618|NMA0407-U21
นครราชสีมา,15.187221,102.929721,TUC,,,,,060360113798,NKR7230
นครราชสีมา,14.794999,101.649721,TUC,,,,,060360113799,NKR7233
นครราชสีมา,14.669999,101.584444,TUC,,,,,060360113800|060367026789,NKR7260|NKR7260
นครราชสีมา,15.749166,102.317221,TUC,,,,,060360113801,NKR7276
นครราชสีมา,14.993055,102.102222,NT|TUC,,,060362174320,NKR7155,060360048090|060367037200,NKR7155|NKR7155
นครราชสีมา,15.263055,101.758333,NT|TUC,,,060362180572,NKR7203,060360048091|060367026802,NKR7203|NKR7203
นครราชสีมา,15.074443,102.338888,TUC,,,,,060360048092,NKR7204
นครราชสีมา,15.099721,101.937777,NT|TUC,,,060362180573,NKR7205,060360048093,NKR7205
นครราชสีมา,15.193055,101.899721,TUC,,,,,060360048094,NKR7213
นครราชสีมา,15.226666,102.859166,TUC,,,,,060360048095,NKR7214
นครราชสีมา,15.26861,102.08861,NT|TUC,,,060362180575,NKR7215,060360048096,NKR7215
นครราชสีมา,15.21,102.808333,TUC,,,,,060360048097,NKR7222
นครราชสีมา,15.316111,102.233054,NT|TUC,,,060362180576,NKR7225,060360048098,NKR7225
นครราชสีมา,15.349444,102.219721,NT|TUC,,,060362180577,NKR7226,060360048099,NKR7226
นครราชสีมา,15.221388,102.675277,TUC,,,,,060360048100,NKR7228
นครราชสีมา,14.935555,102.438888,TUC,,,,,060360048101,NKR7232
นครราชสีมา,15.038333,101.7575,TUC,,,,,060360048102,NKR7236
นครราชสีมา,15.299721,101.636944,TUC,,,,,060360048103,NKR7237
ชัยภูมิ,15.443888,101.725832,NT|TUC,,,060362180370,CYP7121,060360048157,CYP7121
ชัยภูมิ,16.098333,102.198055,TUC,,,,,060360048158,CYP7125
ชัยภูมิ,15.766666,101.997499,NT|TUC,,,060362180372,CYP7126,060360048159,CYP7126
ชัยภูมิ,15.73861,101.967221,TUC,,,,,060360048160,CYP7127
ชัยภูมิ,16.360555,102.026666,TUC,,,,,060360048162,CYP7137
ชัยภูมิ,16.010555,101.59611,TUC,,,,,060360048578,CYP1916
นครราชสีมา,14.832777,101.787777,NT|TUC,,,060368039867,NKR0045,060360048579,NKR0045
ชัยภูมิ,15.656666,101.488055,TUC,,,,,060360048583,CYP1903
นครราชสีมา,15.141944,102.71,NT|TUC,,,060360048791,NKR6760,060359117765,NKR6760
นครราชสีมา,15.495277,102.461944,TUC,,,,,060359117766,NKR6802
นครราชสีมา,14.666666,102.109722,TUC,,,,,060359117767,NKR6838
นครราชสีมา,14.419443,102.401666,NT|TUC,,,060360247106,NKR6839,060359117768,NKR6839
นครราชสีมา,14.634999,102.436666,TUC,,,,,060360015251|060367026574,NKR7101|NKR7101
นครราชสีมา,14.605,101.479443,NT|TUC,,,060362180570,NKR7115,060360015252,NKR7115
นครราชสีมา,14.378888,101.820277,TUC,,,,,060360015253,NKR7125
นครราชสีมา,14.475277,101.569721,TUC,,,,,060360015254,NKR7126
นครราชสีมา,14.383054,101.754166,TUC,,,,,060360015256,NKR7132
นครราชสีมา,14.857222,101.602777,NT|TUC,,,060362180571,NKR7138,060360015257|060367026551,NKR7138|NKR7138
นครราชสีมา,14.948888,102.126388,TUC,,,,,060360048932|060366016974,NKR7700|NKR7700
นครราชสีมา,14.696388,101.694999,NT|TUC,,,060360249306,NKR6700,060360048952,NKR6700
นครราชสีมา,14.656388,101.815555,NT|TUC,,,060360048800,NKR6801,060360048960,NKR6801
นครราชสีมา,14.675554,101.974166,TUC,,,,,060360048964,NKR6836
นครราชสีมา,14.861944,102.219721,NT|TUC,,,060360247104,NKR6837,060360048965,NKR6837
นครราชสีมา,14.695833,101.479999,NT|TUC,,,060366033099,NKR6850,060360048968|060364042377,NKR6850|NKR6850
นครราชสีมา,14.856666,102.373332,NT|TUC,,,060362180574,NKR7209,060360020769,NKR7209
นครราชสีมา,15.203333,102.211388,TUC,,,,,060360020770,NKR7221
ชัยภูมิ,15.922221,102.019721,TUC,,,,,060360270296,CYP7146
นครราชสีมา,15.234444,101.970554,TUC,,,,,060360270303,NKR7602
นครราชสีมา,15.115833,102.286666,NT|TUC,,,060368039882,NKR7643,060360270304|060367026790,NKR7643|NKR7643
นครราชสีมา,15.347221,102.020277,TUC,,,,,060360241087,NKR7224
นครราชสีมา,14.458333,101.976943,TUC,,,,,060360241088,NKR7231
นครราชสีมา,14.806666,101.699166,TUC,,,,,060360241089|060367030107,NKR7254|NKR7254
ชัยภูมิ,15.867777,101.743055,NT|TUC,,,060357080327,CYP6760,060360241121,CYP6760
ชัยภูมิ,16.141944,102.048055,NT|TUC,,,060357080326,CYP6767,060360241122,CYP6767
ชัยภูมิ,15.692499,101.72861,NT|TUC,,,060357080325,CYP6769,060360241123,CYP6769
ชัยภูมิ,16.061666,102.036666,NT|TUC,,,060357080343,CYP6782,060360241124,CYP6782
ชัยภูมิ,15.755833,101.4575,NT|TUC,,,060357080341,CYP6784,060360241125,CYP6784
ชัยภูมิ,16.021666,101.498888,TUC,,,,,060360218942|060358018957,CYP1919|CYP1919
ชัยภูมิ,16.200555,102.206944,NT|TUC,,,060360014931,CYP1616,060360218972,CYP1616
ชัยภูมิ,16.466111,102.124443,NT|TUC,,,060361177524,CYP1618,060360218973,CYP1618
นครราชสีมา,14.89861,101.777777,TUC,,,,,060360218978,NKR8709
นครราชสีมา,14.956666,102.066111,NT|TUC,,,060368039889,NKR8500,060360218988|060367026809,NKR8500|NKR8500
นครราชสีมา,14.943055,102.063888,TUC,,,,,060360218989|060367026810,NKR8507|NKR8507
นครราชสีมา,14.968054,102.113888,TUC,,,,,060360218990|060367026812,NKR8511|NKR8511
นครราชสีมา,14.967221,102.058611,NT|TUC,,,060361139471|060368039890,NMA0553-L23|NKR8512,060360218991|060367037211|060360100624,NKR8512|NKR8512|NMA0553-U21
นครราชสีมา,14.968054,102.050555,TUC,,,,,060360218992|060367026814,NKR8514|NKR8514
นครราชสีมา,14.979443,102.090555,NT|TUC,,,060368039492,NKR8517,060360218993|060364042392,NKR8517|NKR8517
นครราชสีมา,14.984444,102.097221,NT|TUC,,,060368039493,NKR8518,060360218994|060367037212,NKR8518|NKR8518
นครราชสีมา,14.965277,102.034721,TUC,,,,,060360218995,NKR8520
นครราชสีมา,14.998333,102.093333,TUC,,,,,060360218996,NKR8521
นครราชสีมา,14.961944,102.108055,NT|TUC,,,060368039494,NKR8522,060360218997|060367026815,NKR8522|NKR8522
นครราชสีมา,14.996666,102.108055,TUC,,,,,060360218998|060367037213,NKR8523|NKR8523
นครราชสีมา,15.006388,102.102222,NT|TUC,,,060368039495,NKR8524,060360218999|060367026816,NKR8524|NKR8524
นครราชสีมา,14.994999,102.114166,NT|TUC,,,060363036988,NKR8525,060360219000|060364042393,NKR8525|NKR8525
ชัยภูมิ,15.855555,101.989166,NT|TUC,,,060362180391,CYP8570,060360217814,CYP8570
นครราชสีมา,14.618888,101.665555,NT|TUC,,,060360048787,NKR6734,060360217857,NKR6734
นครราชสีมา,14.974443,102.634721,NT|TUC,,,060360048793,NKR6763,060360217858,NKR6763
นครราชสีมา,14.945833,102.028054,TUC,,,,,060360204252|060364042353,NKR1645|NKR1645
ชัยภูมิ,16.108055,101.839444,NT|TUC,,,060362180378,CYP7143,060360204374,CYP7143
ชัยภูมิ,16.509722,101.818888,TUC,,,,,060360034206,CYP6722
นครราชสีมา,14.990833,101.845833,TUC,,,,,060360034209,NKR6710
นครราชสีมา,15.361111,101.53861,TUC,,,,,060360034210|060367026755,NKR6789|NKR6789
นครราชสีมา,14.658333,102.308888,TUC,,,,,060360034211,NKR6808
นครราชสีมา,14.453888,101.73861,NT|TUC,,,060357067637,NKR6924,060360034212,NKR6924
นครราชสีมา,14.486944,101.771943,TUC,,,,,060360218790,NKR7111
นครราชสีมา,15.245555,101.790833,NT|TUC,,,060362174322,NKR8705,060360218799,NKR8705
นครราชสีมา,14.823332,101.847221,NT|TUC,,,060360048783,NKR6721,060357068413,NKR6721
นครราชสีมา,15.134999,102.761111,NT|TUC,,,060360239311,NKR6728,060357068414|060367026748,NKR6728|NKR6728
นครราชสีมา,14.670832,102.016943,NT|TUC,,,060360239316,NKR6758,060357068415|060364042375,NKR6758|NKR6758
นครราชสีมา,14.501666,102.245833,NT|TUC,,,060360048803,NKR6812,060357068416|060367026772,NKR6812|NKR6812
ชัยภูมิ,16.431666,102.278054,TUC,,,,,060357068428,CYP6704
ชัยภูมิ,16.483333,102.053888,TUC,,,,,060357068429,CYP6719
ชัยภูมิ,16.521388,101.98611,TUC,,,,,060357068430,CYP6723
ชัยภูมิ,16.232499,102.194166,TUC,,,,,060357068431,CYP6744
นครราชสีมา,14.514444,101.533054,TUC,,,,,060367030102,NKRS039
นครราชสีมา,14.83361,101.453055,NT|TUC,,,060361036547,NKR1932,060367030104|060360240888,NKR1932|NKR1932
นครราชสีมา,14.719166,101.943888,TUC,,,,,060367030108|060362186319,NKR5852|NKR5852
นครราชสีมา,14.609722,102.435277,NT|TUC,,,060366017735,NKR5879,060367030112|060362211331,NKR5879|NKR5879
นครราชสีมา,14.774999,101.720554,TUC,,,,,060367030115,NKR6851
นครราชสีมา,14.483054,102.478888,NT|TUC,,,060360247556,NKR6857,060367030119|060357068047,NKR6857|NKR6857
นครราชสีมา,14.619999,101.3125,TUC,,,,,060367030123|060360132620,NKR5500|NKR5500
นครราชสีมา,14.904722,102.028888,TUC,,,,,060367030124|060362030222,NKR7119|NKR7119
นครราชสีมา,14.69611,102.4525,TUC,,,,,060367030125|060362064230,NKR7989|NKR7989
นครราชสีมา,14.739721,102.155833,TUC,,,,,060367030126|060362064063,NKR7687|NKR7687
นครราชสีมา,14.768888,101.341944,TUC,,,,,060367030127|060362060785,NKR7641|NKR7641
นครราชสีมา,14.879999,101.569999,TUC,,,,,060367030128|060362064055,NKR6402|NKR6402
นครราชสีมา,15.043055,102.127221,TUC,,,,,060367030129|060362064087,NKR5890|NKR5890
นครราชสีมา,14.855833,102.184444,TUC,,,,,060367030131|060362064074,NKR5905|NKR5905
นครราชสีมา,14.753333,102.031666,TUC,,,,,060367030133|060362064250,NKR5847|NKR5847
นครราชสีมา,15.100555,102.234444,TUC,,,,,060367030134|060362064217,NKR7954|NKR7954
นครราชสีมา,14.672499,102.146666,TUC,,,,,060367030135|060362064060,NKR6459|NKR6459
นครราชสีมา,14.918054,101.977777,TUC,,,,,060367030136|060362064088,NKR5920|NKR5920
นครราชสีมา,14.556666,101.974443,TUC,,,,,060367030137|060362064225,NKR7978|NKR7978
นครราชสีมา,15.560555,102.401666,TUC,,,,,060367030138|060362064229,NKR7987|NKR7987
นครราชสีมา,14.963055,102.074166,TUC,,,,,060367030146|060356007988|060368163885,NMA0099_D|NMA0099-U21|NKR0099
นครราชสีมา,14.982499,102.125554,TUC,,,,,060367030148|060368163887|060356020449,NMA0112_D|NKR0112|NMA0112-U21
นครราชสีมา,15.036388,102.108888,TUC,,,,,060367030149|060368163888|060356020452,NMA0127_D|NKR0127|NMA0127-U21
นครราชสีมา,14.9625,102.020554,NT|TUC,,,060362038206,NMA0618-L23,060367030150|060368163892|060362001699,NMA0618_D|NKR0618|NMA0618-U21
นครราชสีมา,14.978332,102.15,TUC,,,,,060367030151|060368044709|060360130013,NMA0624_D|NKR0624|NMA0624-U21
นครราชสีมา,14.974721,102.113055,TUC,,,,,060367030156|060356007984|060368163898,NMA0025_D|NMA0025-U21|NKRC018
นครราชสีมา,14.955277,101.816388,TUC,,,,,060366031841,NKRA259
นครราชสีมา,14.513888,102.284721,TUC,,,,,060367026849|060360219023,NKR8658|NKR8658
นครราชสีมา,15.342499,102.729999,TUC,,,,,060367026850|060360219024,NKR8659|NKR8659
นครราชสีมา,14.592499,101.892499,TUC,,,,,060367026851|060359001031,NKR8666|NKR8666
นครราชสีมา,15.13861,102.102222,TUC,,,,,060367026852|060367026853|060358041604|060358041605|060362166340,NKR8668|NKR8669|NKR8668|NKR8669|NMA0525-U21
นครราชสีมา,15.107222,102.42861,NT|TUC,,,060362180586,NKR8677,060367026855|060358041581,NKR8677|NKR8677
นครราชสีมา,14.53361,101.386666,NT|TUC,,,060362180587,NKR8678,060367026856|060360219025,NKR8678|NKR8678
นครราชสีมา,14.799444,101.903611,NT|TUC,,,060368039530,NKR8725,060367026861|060360046713,NKR8725|NKR8725
นครราชสีมา,14.578054,101.267777,TUC,,,,,060367026862|060359001043,NKR8749|NKR8749
นครราชสีมา,15.236944,101.730277,TUC,,,,,060367026863|060364055906|060363019638,NKR8761|NMA0848|NKR8761
นครราชสีมา,15.211388,102.542499,TUC,,,,,060367026864|060360048314,NKR8610|NKR8610
นครราชสีมา,15.261111,102.138055,NT|TUC,,,060359181752,NKR2040,060367026870|060357068149,NKR2040|NKR2040
นครราชสีมา,15.490833,102.234999,NT|TUC,,,060359181754,NKR2031,060367026871|060357072867,NKR2031|NKR2031
นครราชสีมา,14.975277,102.056111,TUC,,,,,060367026872|060357079584,NKR2047|NKR2047
นครราชสีมา,15.408333,102.231943,NT|TUC,,,060359181766,NKR2025,060367026873|060357068333,NKR2025|NKR2025
นครราชสีมา,14.666111,101.391666,TUC,,,,,060367026874|060357079586,NKR2061|NKR2061
นครราชสีมา,14.636944,101.353888,TUC,,,,,060367026875,NKR2000
นครราชสีมา,15.343888,102.598888,NT|TUC,,,060363037381,NKR2043,060367026877|060359178855,NKR2043|NKR2043
นครราชสีมา,15.056666,102.171943,TUC,,,,,060367026878|060360132619,NKR2049|NKR2049
นครราชสีมา,15.668888,102.503333,TUC,,,,,060367026882|060357067959,NKR0038|NKR0038
นครราชสีมา,15.456666,102.505833,TUC,,,,,060367026883|060359142939,NKR0056|NKR0056
นครราชสีมา,15.29611,101.736944,TUC,,,,,060367026885|060357063090,NKR0506|NKR0506
นครราชสีมา,15.005555,102.283333,TUC,,,,,060367026886|060357067899,NKR0033|NKR0033
นครราชสีมา,14.929166,101.949721,TUC,,,,,060367026887|060359170033,NKR0019|NKR0019
นครราชสีมา,14.950555,102.111111,TUC,,,,,060367026888|060357062968,NKR0018|NKR0018
นครราชสีมา,14.86,101.683888,TUC,,,,,060367026890|060360211677,NKR0062|NKR0062
นครราชสีมา,15.189444,101.758055,TUC,,,,,060367026892|060357063086,NKR0029|NKR0029
นครราชสีมา,14.964166,101.751111,NT|TUC,,,060361036552,NKR1944,060367026532|060357068103,NKR1944|NKR1944
นครราชสีมา,15.119999,101.606944,NT|TUC,,,060361036559,NKR1965,060367026535|060360032555,NKR1965|NKR1965
นครราชสีมา,15.27861,102.301111,TUC,,,,,060367026537|060357067996,NKR1969|NKR1969
นครราชสีมา,14.940277,102.261944,NT|TUC,,,060361036562,NKR1972,060367026538|060357067997,NKR1972|NKR1972
นครราชสีมา,14.637221,101.634999,TUC,,,,,060367026539|060357067998,NKR1982|NKR1982
นครราชสีมา,15.179443,102.843055,TUC,,,,,060367026540|060357068148,NKR1984|NKR1984
นครราชสีมา,15.47611,102.628332,NT|TUC,,,060361036569,NKR1986,060367026541|060357068104,NKR1986|NKR1986
นครราชสีมา,15.622221,102.608055,NT|TUC,,,060360186866,NKR1987,060367026542|060359151731,NKR1987|NKR1987
นครราชสีมา,15.358611,102.826943,NT|TUC,,,060360187116,NKR1990,060367026544|060357067999,NKR1990|NKR1990
นครราชสีมา,14.994721,102.072499,NT|TUC,,,060368039878,NKR7011,060367026559|060357055604,NKR7011|NKR7011
นครราชสีมา,14.961944,102.115833,NT|TUC,,,060368039877,NKR7010,060367026564|060358058944,NKR7010|NKR7010
นครราชสีมา,15.166943,101.73361,NT|TUC,,,060368039883,NKR7645,060367026565|060360241199,NKR7645|NKR7645
นครราชสีมา,15.252222,102.411388,TUC,,,,,060367026566|060362030235,NKR7299|NKR7299
นครราชสีมา,14.949444,102.004166,TUC,,,,,060367026575|060362131699,NKR7971|NKR7971
นครราชสีมา,15.68861,102.448055,NT|TUC,,,060360048790,NKR6750,060367026578|060357075476,NKR6750|NKR6750
นครราชสีมา,15.019166,102.073054,TUC,,,,,060367026580|060362030127,NKR7671|NKR7671
นครราชสีมา,15.68611,102.401666,TUC,,,,,060367026586|060360218546,NKR7167|NKR7167
นครราชสีมา,14.920277,102.093055,TUC,,,,,060367026587|060360048848,NKR0504|NKR0504
นครราชสีมา,14.896388,101.724999,NT|TUC,,,060359181768,NKR0022,060367026588|060360132537,NKR0022|NKR0022
นครราชสีมา,15.294721,101.808888,NT|TUC,,,060360187120,NKR3014,060367026589|060359156354,NKR3014|NKR3014
นครราชสีมา,15.222777,102.486944,TUC,,,,,060367026590|060362186366,NKRA122|NKRA122
นครราชสีมา,15.215833,101.768054,AWN|TUC,060369015496,872058 เทสโก้โลตัส สาขาด่านขุนทด,,,060366022023,NKR7444
นครราชสีมา,14.72111,102.015555,TUC,,,,,060366022024,NKR7445
นครราชสีมา,15.536666,102.722499,TUC,,,,,060366079258,NKR7447
ชัยภูมิ,15.788333,102.027221,TUC,,,,,060366079265,CYP7404
ชัยภูมิ,15.805833,102.034444,TUC,,,,,060366079274,CYP7403
ชัยภูมิ,15.723054,101.929999,NT|TUC,,,060360249314,CYP6745,060357067808,CYP6745
นครราชสีมา,14.378332,102.489999,NT|TUC,,,060363038423,NKR5966,060367026708|060362186326,NKR5966|NKR5966
นครราชสีมา,14.785277,101.479443,TUC,,,,,060367026711|060364112018,NKR6436|NKR6436
