province,lat,lng,operators,awn_license_no,awn_station_code,nt_license_no,nt_station_code,tuc_license_no,tuc_station_code
นครราชสีมา,14.685555,102.145833,AWN,060363008436,874539 ท่าลาดขาว-โชคชัย,,,,
ชัยภูมิ,16.485833,102.022777,AWN,060363058325,807072,,,,
ชัยภูมิ,15.822499,101.435833,AWN|TUC,060363058326,807073,,,060368044293,CYPS006
นครราชสีมา,14.556944,101.42111,AWN|NT,060363058329,874533,060366002715,874533_RPTNP,,
นครราชสีมา,15.169999,101.928054,AWN,060363058330,874538,,,,
นครราชสีมา,14.671666,101.879721,AWN,060363058331,874546,,,,
นครราชสีมา,15.22611,102.569166,AWN|NT,060363058332,874548,060366002717,874548_PSPMI,,
นครราชสีมา,14.932499,102.189999,AWN|NT,060363058333,874550,060367058293,874550_TCNKR,,
นครราชสีมา,14.755,102.34611,AWN|NT,060363058334,874551,060366002718,874551_PNRNB,,
นครราชสีมา,14.629999,101.935555,AWN,060363058335,874552 วัดป่าสำราญธรรม,,,,
นครราชสีมา,14.980554,102.1025,AWN|NT,060363005078|060368048069,871951 โรงเรียนสุรนารีวิทยา|871951 โรงเรียนสุรนารีวิทยา,060363122942,871951_SRNWW,,
นครราชสีมา,14.832221,101.566666,AWN,060363005079,874442,,,,
นครราชสีมา,14.967221,102.066111,AWN|NT,060360136764|060363087234,871162 สถานีปั้มบางจาก สืบศิริ|871162 สถานีปั้มบางจาก,060363059227,871162_BCSSR,,
นครราชสีมา,15.185833,102.259166,AWN|TUC,060360136805|060364151686,870179 โนนสูง-ดีแทค|870179 โนนสูง-ดีแทค,,,060356033789,NMA0032-U21
นครราชสีมา,14.659444,101.385833,AWN|TUC,060360136806|060368017209,ร่วมดีแทค)|ร่วมสถานีฐานดีแทค),,,060356032868,
นครราชสีมา,15.547499,102.552222,AWN|TUC,060360136807,870522 โพนทอง-สีดา,,,060356035127,NMA0024-U21
นครราชสีมา,14.886666,101.824443,AWN|TUC,060360136808|060365115463,870524สูงเนิน-นครราชสีมา|870524,,,060357061992,NMA0006-U21
นครราชสีมา,15.242499,102.388055,AWN,060360136809,871023 หนองแหน-ธารปราสาท,,,,
นครราชสีมา,14.738055,102.361666,AWN|NT|TUC,060360136810|060366005020,871030หนองบุญมาก-หนองหัวแรด|871030 หนองบุญมาก-หนองหัวแรด,060367035770|060366005194,NMA0034-U21|871030_NBMHR,060356035480,NMA0034-U21
นครราชสีมา,14.866388,101.708888,AWN|TUC,060360136811,871304 มิตรภาพ-สีคิ้ว,,,060356031708,NMA0007-U21
นครราชสีมา,14.471388,102.119721,AWN,060360136812,871330 หาดจอมทอง-ครบุรี,,,,
นครราชสีมา,14.950833,101.4575,AWN,060360136813,871476 สีคิ้ว-หนองน้ำใส,,,,
ชัยภูมิ,16.39861,102.131943,AWN|NT,060360136816|060367029013,877464 หนองเซียงชา-ผักปัง|877464 หนองเซียงชา-ผักปัง,060361160319,CPM0086-L23,,
ชัยภูมิ,15.788333,101.96,AWN|TUC,060360136817|060369024851,877527 ชีลอง-เมืองชัยภูมิ|877527 ชีลอง-เมืองชัยภูมิ,,,060356032887,CPM0061-U21
ชัยภูมิ,15.39861,101.480832,AWN|NT,060360136818,877528 วังมน-วะตะแบก,060366005253,877528_WMWTB,,
ชัยภูมิ,16.506666,101.689444,AWN,060360136819,877533 ด่านปางม่วง ทางเข้าทุ่งกระมัง,,,,
ชัยภูมิ,16.43361,101.796944,AWN,060360136820,877534 สถานีพัฒนาและส่งเสริมการรักษาสัตว์ป่าห้วยกุ่ม,,,,
ชัยภูมิ,16.493333,101.715,AWN,060360136821,877603 สถานีเพาะเลี้ยงสัตว์ป่าภูเขียว,,,,
นครราชสีมา,14.96,102.048888,AWN,060360100173|060366071242,870183 สะพานสูง-แยกปักธงชัย|870183 สะพานสูง-แยกปักธงชัย,,,,
นครราชสีมา,14.910277,102.07111,AWN|NT,060360100174|060367122532,870839 โรงเรียนสุระธรรมพิทักษ์|870839 โรงเรียนสุระธรรมพิทักษ์,060366001301,870839_SRTPS,,
นครราชสีมา,14.750555,102.036944,AWN|NT,060360100175|060359051988,871020 เทสโก้ โลตัส สาขาป่าติ้ว|4) ปักธงชัย,060363058877,870532_PPKPT,,
นครราชสีมา,14.943055,102.009722,AWN|TUC,060360100176,871033 ยางใหญ่-เมืองนครราชสีมา,,,060357000928,NMA0353-U21
นครราชสีมา,14.981666,102.084166,AWN|NT,060360100177,871158 ซอยวัดท่าตะโก-โคราช,060363059225,871158_SWTKR,,
นครราชสีมา,14.985277,102.1,AWN|NT,060360100179,871260 อาคารหลวงพ่อกัณหา สุขกาโม รพ.มหาราชนครราชสีมา,060366001304,871260_LPGHN,,
นครราชสีมา,14.951666,102.013055,AWN|NT,060360100180|060363087237,871261 วิทยาลัยนครราชสีมา|871261 วิทยาลัยนครราชสีมา,060363101387,871261_NRCLG,,
นครราชสีมา,14.987777,102.120554,AWN|NT,060360100181,วิทยาเขตนครราชสีมา),060366002616,871267_FADRU,,
นครราชสีมา,14.986388,102.118888,AWN|NT,060360100182,วิทยาเขตนครราชสีมา),060366001305,871267_FBARU,,
นครราชสีมา,14.987777,102.121388,AWN|NT,060360100183,วิทยาเขตนครราชสีมา),060366002617,871267_FEARU,,
นครราชสีมา,14.989999,102.120554,AWN|NT,060360100184,วิทยาเขตนครราชสีมา),060366002618,871267_FEMRU,,
นครราชสีมา,14.986944,102.120277,AWN|NT,060360100185,วิทยาเขตนครราชสีมา),060366002619,871267_FFIRU,,
นครราชสีมา,14.541666,101.374166,AWN|NT,060360100186|060363087238,871272 ในโรงแรม กรีนเนอรี่ รีสอร์ท-เขาใหญ่)|871272 โรงแรม กรีนเนอรี่ รีสอร์ท,060363101388,871272_GNRKY,,
นครราชสีมา,14.540277,101.375554,AWN|NT,060360100187,871272 กรีนเนอรี่-ห้องประชุม,060363059239,871272_GNRMT,,
นครราชสีมา,14.540833,101.375554,AWN|NT,060360100188,871272 กรีนเนอรี่-ข้างสไลด์เดอร์,060363059240,871272_GNRNS,,
นครราชสีมา,14.538055,101.377221,AWN|NT,060360100189,871273 สวนน้ำ เดอะ ซีนิคอล เวิลด์-เขาใหญ่),060364012932,871273_SNCKY,,
นครราชสีมา,14.539166,101.379166,AWN|NT,060360100190,871273 เดอะ ซีนิคอล เวิลด์-สไลด์เดอร์,060364012933,871273_SNCWS,,
นครราชสีมา,14.536944,101.37861,AWN|NT,060360100191,871273 เดอะ ซีนิคอล เวิลด์-ทางเข้าสวนน้ำ,060363059241,871273_SNWET,,
นครราชสีมา,14.539444,101.376666,AWN|NT,060360100192,871273 เดอะ ซีนิคอล เวิลด์-ข้างบ้านพัก,060364012934,871273_SNWVL,,
นครราชสีมา,14.97361,102.081943,AWN|NT|TUC,060360100193,871319 อาคารมีฟ้าเซนเตอร์-หัวรถไฟ,060368039529|060363059246,NKR8717|871319_MFHRF,060359132980|060365054707,NKR8717|NKR8717
นครราชสีมา,14.881943,102.014444,AWN|NT,060360100194,871328 อาคารเรียนรวม 2-มทส.,060366001307,871328_CRBDS,,
นครราชสีมา,14.895833,102.015277,AWN|NT,060360100195,871328 หอพัก S2,060366002623,871328_DMTRY,,
นครราชสีมา,14.876666,102.015555,AWN|NT,060360100196,871328 อาคาร F9-มทส.,060366001308,871328_FTWSU,,
นครราชสีมา,14.896388,102.012777,AWN|NT,060360100197,871328 หน้าโรงอาหารกาสะลอง-มทส.,060366002624,871328_KSLCF,,
นครราชสีมา,14.879721,102.020832,AWN|NT|TUC,060360100198,871328 อาคารผู้บริหาร-มทส.,060366001309,871328_MNGTW,060368195882,NKRC092
นครราชสีมา,14.898333,102.013333,AWN|NT,060360100199,871328 บริเวณหอพัก S6-มทส.,060366002625,871328_SDMSU,,
นครราชสีมา,14.898055,102.010555,AWN|NT|TUC,060360100200|060367061535,871328 บริเวณหอพัก S12-มทส.|871328 บริเวณหอพัก S12-มทส.,060366001310,871328_SDORY,060366059399,NKRA054
นครราชสีมา,14.9625,102.043055,AWN|NT,060360100260|060363087230,870992 บ้านภูมิสิริ-ซอยธานนท์|870992 บ้านภูมิสิริ,060361127445,870992_PSRTN,,
นครราชสีมา,14.358333,101.897221,AWN,060359028858,870748 สตาร์เวลล์ การ์เด้นท์โฮม-ไทยสามัคคี,,,,
นครราชสีมา,15.534444,102.715,AWN|NT,060359028859,870793 โรงพยาบาลประทาย,060366000669,870793_PTHPT,,
นครราชสีมา,14.361388,101.757222,AWN,060359028860,871047 บ้านคลองทราย-วังน้ำเขียว,,,,
นครราชสีมา,14.553055,102.204166,AWN|NT,060359028861,871052 บ้านนรากร อรพิม-ครบุรี,060366000692,871052_BNRKB,,
นครราชสีมา,14.421666,102.42361,AWN|NT,060359028862,871053 หนองไฝ่ใหญ่-เสิงสาง,060366000693,871053_NFYSG,,
นครราชสีมา,15.421666,101.977499,AWN,060359028863,871054 บ้านโกรกมะขามป้อม-พระทองคำ,,,,
นครราชสีมา,15.258888,102.61861,AWN|NT,060359028864,871055 หนองปรือ-พิมาย,060363059199,871055_NGPMI,,
นครราชสีมา,14.969999,102.104444,AWN|NT,060359028865,871056 ใกล้วัดสระแก้ว-โคราช,060363059200,871056_NWSKR,,
นครราชสีมา,14.974721,102.107222,AWN|NT,060359028866,871057 ใกล้วัดพระนารายณ์มหาราช,060363059201,871057_NWPNR,,
นครราชสีมา,14.99111,102.107222,AWN|NT,060359028867,871058 ฟาร์มทหารผ่านศึก-กีฬากลางซอย 5,060363059202,871058_FTHKS,,
นครราชสีมา,15.040277,102.702222,AWN|NT,060359028868,871059 ชุมชนบ้านนาตระคุ-ห้วยแถลง,060363059203,871059_CTKHL,,
นครราชสีมา,14.958888,102.115833,AWN|NT,060359028869,871060 หัวทะเลซอย 4,060363059204,871060_HTLES,,
นครราชสีมา,15.634721,102.413611,AWN|NT,060359028870,871061 บ้านหนองเม็ก-บัวใหญ่),060363059205,871061_BNMBY,,
นครราชสีมา,14.791388,102.182499,AWN|NT,060359028871,871063 ชุมชนหมู่บ้านดอนพราม-โชคชัย,060363059206,871063_CDPMC,,
นครราชสีมา,15.316943,102.920832,AWN,060359028872,871065 หนองจาน-ลำทะเมนชัย,,,,
นครราชสีมา,14.422499,102.375554,AWN|NT,060359028873,871066 ตรงข้ามบริษัทวีพีสตาร์ซ-เสิงสาง,060366000695,871066_BVPSG,,
นครราชสีมา,14.669721,101.395277,AWN|NT,060359028874,871068 ป.ต.ท.ในตลาดปากช่อง,060363059207,871068_PTTPC,,
นครราชสีมา,14.429166,101.834999,AWN,060359028875|060367085427,871076 วัดบ้านน้ำซับ-วังน้ำเขียว|871076 วัดบ้านน้ำซับ-วังน้ำเขียว,,,,
นครราชสีมา,14.989999,102.259166,AWN|NT,060359028876|060367085430,871082 บ้านโนนไม้แดงเหนือ-เฉลิมพระเกีรติ|871082 บ้านโนนไม้แดงเหนือ-เฉลิมพระเกีรติ,060364056487,871082_BNMDN,,
นครราชสีมา,14.544166,101.723888,AWN,060359028877,871093 บ้านคลองกุ่ม-วังน้ำเขียว,,,,
นครราชสีมา,15.210555,102.49611,AWN|NT,060359028878|060366071243,871094 ในวิทยาลัยการอาชีพพิมาย|871094 ในวิทยาลัยการอาชีพพิมาย,060366000700,871094_PMCEC,,
นครราชสีมา,15.177777,102.806111,AWN|NT,060359028879,871095 บ้านหนองแวงใหญ่-ตำบลตลาดไทร,060366002608,871095_BWYTS,,
นครราชสีมา,15.531943,102.667499,AWN|NT,060359028880,871096 บ้านหนองแวง-ประทาย,060363059211,871096_BNWPT,,
นครราชสีมา,14.520277,101.752222,AWN,060359028881|060367037555,871109 บ้านวังขอน-วังน้ำเขียว|871109 บ้านวังขอน - วังน้ำเขียว,,,,
นครราชสีมา,14.709166,101.837499,AWN,060359028882,871133 โรงเรียนบ้านห้วยไผ่-สูงเนิน,,,,
ชัยภูมิ,15.589444,101.604444,AWN,060359028883,877338 ตลุกคูณ - ซับใหญ่),,,,
ชัยภูมิ,15.813055,102.016388,AWN|NT,060359028884,877347 วิทยาลัยเทคนิคชัยภูมิ-อาคารช่างก่อสร้าง,060366000773,877347_CYTCC,,
ชัยภูมิ,16.386944,101.56861,AWN,060359028885,877380ศูนย์รักษาพันธุ์สัตว์ป่าภูเขียว-ทุ่งกระมัง,,,,
ชัยภูมิ,15.909722,101.834166,AWN,060359028886|060367076561,877459 บ้านแก้งยาง-บ้านเขว้า|877459 บ้านแก้งยาง - บ้านเขว้า,,,,
ชัยภูมิ,15.82611,101.458611,AWN|NT,060359028887,877463 ตลาดโปร่งนก-เทพสถิต,060366000779,877463_TPNTS,,
ชัยภูมิ,15.749721,102.039999,AWN|NT,060359028888|060367085441,877469 บ้านโนนสมบูรณ์-ชัยภูมิ|877469 บ้านโนนสมบูรณ์-ชัยภูมิ,060364056496,877469_NSBCP,,
ชัยภูมิ,15.579443,101.825554,AWN|NT,060359028889|060367085442,877470บ้านตลาดหมู่13-ตำบลกุดน้ำใส|877470 บ้านตลาด หมู่13-ตำบลกุดน้ำใส,060364056497,877470_BTLNS,,
นครราชสีมา,14.88861,102.506944,AWN,060359028890|060367072666,878536 สี่แยกหนองคุ้มจักราช|878536 สี่แยกหนองคุ้มจักราช,,,,
นครราชสีมา,14.945833,102.039166,AWN|NT,060360270437|060365115461,870299 มิตรภาพ ซอย19|870299 มิตรภาพ ซอย19,060364012908,870299_TMTPS,,
นครราชสีมา,14.864166,102.035555,AWN|NT,060360270438|060363131309,870824 โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี|870824 โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี,060363101385,870824_SRUHP,,
ชัยภูมิ,16.410277,101.793055,AWN,060360270439,877605 เขื่อนห้วยกุ่ม-เกษตรสมบูรณ์,,,,
นครราชสีมา,15.290555,102.871388,AWN,060360206355,871377 มาบป่าแดง-ช่องแมว,,,,
นครราชสีมา,15.224443,102.817499,AWN|NT,060360206356,871407 โนนรัง-ชุมพวง,060366005219,871407_NRCPG,,
นครราชสีมา,15.272499,101.605277,AWN|NT,060360206357|060366008278,871408 ถนอมเขต-บึงปรือ|871408 ถนอมเขต-บึงปรือ,060366005220,871408_TNKBP,,
นครราชสีมา,14.550555,102.407222,AWN|NT,060360206358|060367028997,871409 สระว่านพระยา-ครบุรี|871409 สระว่านพระยา-ครบุรี,060366005221,871409_SWYKB,,
นครราชสีมา,15.166666,101.609166,AWN|NT|TUC,060360206359|060367031326,871410 ท่าขี้เหล็ก-หินดาด|871410 ท่าขี้เหล็ก-หินดาด,060366005222,871410_TKLHD,060360238069,NMA0467-U21
นครราชสีมา,15.129166,101.916111,AWN|NT,060360206360|060367028998,871517 วัง-โนนไทย|871517 วัง-โนนไทย,060366005223,871517_WGNTM,,
นครราชสีมา,14.554444,102.296944,AWN|NT,060360206361|060367028999,871518 หนองรัง-มาบตะโกเอน|871518 หนองรัง-มาบตะโกเอน,060367091120,871518_NRMTN,,
ชัยภูมิ,15.774999,101.717777,AWN|NT,060359186980|060365079508,877583 บ้านโคกสะอาด-หนองบัวระเหว|877583,060364012983,877583_BKSNW,,
นครราชสีมา,15.620277,102.450833,AWN|NT,060359186989|060359059427,871431ชุมชนบ้านหนองแวง-เนินสวัสดิ์|871255 หนองแวง-เนินสวัสดิ์-บัวใหญ่),060363059256,871431_CNWNB,,
นครราชสีมา,15.695555,102.264166,AWN|NT,060359186990,871526 หนองขามน้อย-แก้งสนามนาง,060366000720,871526_NNKSN,,
นครราชสีมา,15.485833,102.328054,AWN|NT,060359186991,871527 เก่าค้อ-คง,060366002640,871527_GKOKO,,
นครราชสีมา,15.777777,102.316388,AWN|NT,060359186992,871528 หนองโสมง-แก้งสนามนาง,060363059263,871528_NSKSN,,
นครราชสีมา,15.725832,102.261111,AWN|NT,060359186993,871529 หนองบงฯ,060363059264,871529_NBKSN,,
นครราชสีมา,15.27111,101.649444,AWN,060359186994,871537บ้านหนองมะค่า-ด่านขุนทด,,,,
นครราชสีมา,15.347221,101.481388,AWN,060359186995,,,,,
นครราชสีมา,15.466111,102.173332,AWN,060359186996|060367055409,871539 บ้านหนองพลวงฯ|871539 บ้านหนองพลวง-เมืองคง,,,,
นครราชสีมา,14.457222,102.461388,AWN,060359186997|060367051022,871540 หนองไผ่น้อย หมู่7ฯ|871540 หนองไผ่น้อย หมู่ 7-เสิงสาง,,,,
นครราชสีมา,15.187777,101.684721,AWN,060359186998,871541 บ้านกุดโดก-ด่านขุนทด,,,,
นครราชสีมา,15.146666,101.795833,AWN,060359186999,871542 บ้านใหม่-ด่านขุนทด,,,,
นครราชสีมา,15.250277,101.479999,AWN|NT,060359187052|060365083188,871506 วัดโนนเต็ง-เทพารักษ์|871506 วัดโนนเต็ง-เทพารักษ์,060366002638,871506_WNTTP,,
นครราชสีมา,14.633888,101.235277,AWN|NT,060359054539,870469 ปตท.หจก.รุ่งเรืองกิจเกษมปิโตเลียม,060363058858,870469_PTRKK,,
นครราชสีมา,15.320832,102.435277,AWN|NT,060359054540|060366005013,สาขา)คง|870471,060363058860,870471_PTOKG,,
นครราชสีมา,14.986388,102.051666,AWN|NT,060359054541,870499 ปตท.หจก.พงษ์กิตบายพาส,060363058866,870499_PTPKB,,
นครราชสีมา,14.372221,101.863611,AWN|NT,060359054542,870530 สน.ปตท.บจก.มุ่งปั้นดี,060366000651,870530_PMPDI,,
นครราชสีมา,15.196666,102.108333,AWN|NT|TUC,060359054543|060365061807,870597 ตะคร้อ-โนนไทย|870597 ตะคร้อ-โนนไทย,060360068101,870597_TKRNT,060362166856,NMA0748-U21
นครราชสีมา,15.284721,102.0075,AWN|NT,060359054544|060365069260,870598 พังเทียม-พระทองคำ|870598พังเทียม-พระทองคำ,060361127419,870598_PTPTK,,
นครราชสีมา,15.150277,102.481943,AWN|NT,060359054545|060363120355,870610 จำนงค์ภูมิเวทย์-พิมาย|870610,060363058886,870610_JNPWP,,
นครราชสีมา,15.18361,102.501388,AWN|NT,060359054546|060365068528,870611 บ้านวังหิน-พิมาย|870611 บ้านวังหิน-พิมาย,060366000655,870611_BWHPM,,
นครราชสีมา,15.316111,101.713888,AWN|NT,060359054547|060365079478,870613หลังอบต.หนองกราด-ด่านขุนทด|870613,060361127422,870613_BNKDT,,
นครราชสีมา,15.368332,101.618332,AWN|NT,060359054548|060365096433,870615 บ้านใหม่ชัยมงคล-ด่านขุนทด|870615,060361127423,870615_BMCDK,,
นครราชสีมา,15.047221,102.171943,AWN|NT|TUC,060359054549|060365079479,870617 หนองตาคลองหมู่7-ตลาด|870617,060361127424|060362219159,870617_NTKTL|NMA0775-L23,060362166754,NMA0775-U21
นครราชสีมา,14.989166,102.043055,AWN|NT,060359054550|060363087213,870620 คนชุมหมู่1-ปรุใหญ่)|870620 คนชุมหมู่1-ปรุใหญ่),060360068102,870620_KCMPY,,
นครราชสีมา,15.294999,101.854722,AWN|NT,060359054552,870644 สระสมบูรณ์-ด่านขุนทด,060361127429,870644_SBDKT,,
นครราชสีมา,15.298333,101.640833,AWN|NT,060359054553|060366005015,870645 โนนสง่า-ด่านขุนทด|870645 โนนสง่า-ด่านขุนทด,060361127430,870645_NSGDK,,
นครราชสีมา,15.082221,102.33611,AWN|NT,060359054554|060366005016,870646 มะค่าป่ารัง-โนนสูง|870646 มะค่าป่ารัง-โนนสูง,060360068103,870646_MKPRN,,
นครราชสีมา,15.181388,102.185555,AWN|NT,060359054555|060366072562,870649 คล้า-โนนสูง|870649 คล้า-โนนสูง,060361127432,870649_KLANS,,
นครราชสีมา,14.939444,101.887777,AWN|NT,060359054556,โค้งยาง),060360120815,870657_NKSNN,,
นครราชสีมา,15.232221,102.236666,AWN|NT,060359054557,870693 คอหงษ์-โนนสูง,060361127435,870693_KHNSG,,
นครราชสีมา,15.227221,102.291388,AWN|NT,060359054558,870694 ดงพลอง,060361127436,870694_DGPNG,,
นครราชสีมา,15.07111,102.394999,AWN|NT,060359054559|060365061809,870715 หนองพลวง-จักราช|870715 หนองพลวง-จักราช,060360068105,870715_NPCKR,,
นครราชสีมา,15.749166,102.318888,AWN|NT,060359054560|060366005019,870733 โนนสำราญ-แก้งสนามนาง|870733 โนนสำราญ-แก้งสนามนาง,060363058900,870733_NSRKS,,
นครราชสีมา,15.216111,102.493055,AWN|NT,060359054561|060366071223,870745 หน้าโรงเรียนพิมายวิทยา|800356 หน้าโรงเรียนพิมายวิทยา-พิมาย,060363058901,870745_FPMWS,,
นครราชสีมา,14.713888,101.419721,AWN|NT,060359054562,870770หลังเทคโนพาณิชยการ ปากช่อง,060363105889,870770_BPKCL,,
นครราชสีมา,14.715,101.437499,AWN|NT,060359054563,870771 หน้าโรงเรียนปากช่อง,060360193501,870771_IPCSC,,
นครราชสีมา,15.000833,102.108055,AWN|NT,060359054564,870772 หอพักสตรีโชคเจริญทรัพย์,060360193502,870772_CRSDM,,
นครราชสีมา,14.989721,102.060555,AWN|NT,060359054565,870773 หน้าดิเวนิสพาร์คโคราช,060363105890,870773_TVNPK,,
นครราชสีมา,15.030554,102.13861,AWN|NT,060359054566,870774 ภูศิริศักดิ์ อพาร์ทเม้นท์-จอหอ,060363105891,870774_PSRJH,,
นครราชสีมา,15.011666,101.801666,AWN|NT,060359054568,870785 สัมกบงาม-สูงเนิน,060366000668,870785_SKBNG,,
นครราชสีมา,14.963055,102.145833,AWN,060359000881,870766 ธนาพูน 2-หัวทะเล,,,,
นครราชสีมา,15.450833,102.965,AWN|NT,060359000882|060365087587,870767 กระเบื้องนอก-เมืองยาง|870767กระเบื้องนอก-เมืองยาง,060361127437,870767_KBMYG,,
นครราชสีมา,15.460555,102.595277,AWN|NT,060359000883|060365079483,870768 หนองบัวน้อย-โนนแดง|870768,060361127438,870768_NBNDG,,
นครราชสีมา,15.687221,102.400833,AWN|NT,060359000885|060365089592,870779 หนองหว้าเอน-บัวใหญ่)|870779 หนองหว้าเอน-บัวใหญ่),060360192542,870779_NWABY,,
นครราชสีมา,15.603611,102.426666,AWN|NT,060359000886|060367055406,870780 ป่าตอง-บัวใหญ่)|870780 ป่าตอง-บัวใหญ่),060360120820,870780_PTGBY,,
นครราชสีมา,15.4075,102.676666,AWN|NT,060359000887|060365096435,870781 โนนโชงโลง-พิมาย|870781 โนนโชงโลง-พิมาย,060360120821,870781_NCGLG,,
นครราชสีมา,15.356666,102.876943,AWN|NT,060359000888,870782 หนองสะแก-ลำทะเมนชัย,060360120822,870782_NSKLC,,
นครราชสีมา,14.658611,101.370554,AWN|NT,060359000889|060363087221,870783 ซับหวาย-ปากช่อง|870783 ซับหวาย-ปากช่อง,060363059133,870783_SBWPC,,
นครราชสีมา,14.856666,101.666388,AWN|NT,060359000890|060367001275,870784ด่านตรวจยาเสพติด-สีคิ้ว|870784 ด่านตรวจยาเสพติด-สีคิ้ว,060360068108,870784_DTYSK,,
นครราชสีมา,15.054722,102.135277,AWN|NT,060359000891|060363087222,870787 บึงทับช้าง-จอหอ|870787 บึงทับช้าง,060360193503,870787_BTCJH,,
นครราชสีมา,14.958055,102.108333,AWN,060359000892,870788 หนองโสน-โพธิ์กลาง,,,,
นครราชสีมา,15.032777,102.129999,AWN|NT,060359000893|060363087223,870789 อรพิมซอย 11|870789 อรพิมซอย 11,060360068109,870789_ORPMS,,
นครราชสีมา,14.981388,102.061944,AWN|NT,060359000894|060363087224,870790 มิตรภาพซอย 4|870790 มิตรภาพซอย 4,060360193504,870790_MITPS,,
นครราชสีมา,14.999721,102.095555,AWN|NT,060359000895|060363087225,870795 โคกไผ่ หมู่6|870795โคกไผ่ หมู่ 6,060360068110,870795_KPIMU,,
นครราชสีมา,14.897221,101.905555,AWN,060359000896|060363087226,870797 โรงงานทิปโก้-สูงเนิน|870797 โรงงานทิปโก้),,,,
นครราชสีมา,14.844721,102.191666,AWN|NT,060359000897|060363137345,870798 ด่านเกวียน-โชคชัย|870798 ด่านเกวียน-โชคชัย,060361105099,870798_DKWCC,,
นครราชสีมา,14.439444,101.844166,AWN,060359000898,870799 น้ำซับ-วังน้ำเขียว,,,,
นครราชสีมา,14.402222,101.863611,AWN,060359000899,870801 ปฏิรูปหมู่ 3-วังน้ำเขียว,,,,
นครราชสีมา,15.198055,101.474721,AWN|NT,060359000900|060365089596,870804 ซับพลู-ด่านขุนทด|870804 ซับพลู-ด่านขุนทด,060360120823,870804_SPUDK,,
นครราชสีมา,15.294999,101.891388,AWN|NT,060359000901|060365096436,870805 โนนเมือง-ด่านขุนทด|870805,060361127440,870805_NMDKT,,
นครราชสีมา,15.732777,102.29111,AWN|NT,060358069155|060367037553,870445 โรงงานน้ำตาลแก้งสนามนาง|870445 โรงงานน้ำตาลแก้งสนามนาง,060366002595,870445_KSNGF,,
นครราชสีมา,14.986944,102.093055,AWN|NT,060358069156,870458 โรงพยาบาลเซนต์เมรี่โคราช,060363058852,870458_SMRKR,,
นครราชสีมา,14.755833,102.265,AWN|TUC,060358069157|060369006240,870520 บ้านกอโจด-โชคชัย|870520 บ้านกอโจด-โชคชัย,,,060356035092,NMA0059-U21
นครราชสีมา,14.716943,102.147221,AWN|NT,060358069158,870521 พลับพลา-โชคชัย,060361156467,NMA0288-L23,,
นครราชสีมา,15.63861,102.573054,AWN|NT,060358069159,870523 บ้านหนองแวง-บัวลาย,060361186641,NMA0068-L23,,
นครราชสีมา,15.279721,102.300277,AWN,060358069160,870525 บ้านมะค่า-โนนสูง,,,,
นครราชสีมา,15.064444,102.18361,AWN,060358069161,870526 ข้าง ว.เทคโนโลยีอาชีวศึกษานครราชสีมา,,,,
ชัยภูมิ,15.752222,101.761944,AWN,060358069165,877393 ชุมชนบ้านหนองบัวระเหว,,,,
ชัยภูมิ,15.767499,101.678888,AWN|NT,060357072763|060365103302,877151 บ้านกระจวน หนองบัวระเหว|877151 บ้านกระจวน หนองบัวระเหว,060366000763,877151_KJNBM,,
นครราชสีมา,14.731666,101.316111,AWN|NT,060357072764,878564 ไทยเจริญปากช่อง,060366000815,878564_TCRPM,,
นครราชสีมา,14.969721,102.267777,AWN|NT,060358042250,870356บ้านโสง-เฉลิมพระเกียรติ,060366000634,870356_BSCLK,,
นครราชสีมา,14.903611,102.02111,AWN,060358042251,870397หมู่บ้านเอื้องงามวิลล์,,,,
นครราชสีมา,14.998055,101.980277,AWN|NT,060358042252,870398 บ้านดอน-สีมุม,060363058829,870398_BDSME,,
นครราชสีมา,14.995833,102.040277,AWN,060358042253,870400 บ้านโพธิ์เตี้ย-ปรุใหญ่),,,,
นครราชสีมา,14.94361,101.984999,AWN|NT,060358042254,870401 บ้านเดื่อ-โคกกรวด,060363058831,870401_BDKKT,,
ชัยภูมิ,15.560277,101.411388,AWN|NT,060357068523|060365061830,877068 ทุ่งดอกกระเจียว|877068,060366000756,877068_TKJWM,,
นครราชสีมา,15.140277,102.106388,AWN|NT,060357068524|060365087677,878161 หนองกระสังข์|878161 หนองกระสังข์,060366000788,878161_NKSGM,,
นครราชสีมา,14.759444,101.379443,AWN|NT,060357068525|060365051000,878940|878940บ้านหนองตาแก้ว-ปากช่อง,060360119872,878940_BNKPC,,
นครราชสีมา,14.784166,101.475277,AWN|NT|TUC,060357068526|060365115469,878944 วัดเวฬุวัน-ป่าไผ่)|878944 วัดเวฬุวัน-ป่าไผ่),060361127870,878944_WLWPA,060362166576,NMA0535-U21
นครราชสีมา,14.704722,101.413888,AWN|NT,060360006355,871577 ไนท์พลาซ่า-อำเภอปากช่อง,060363059266,871577_NPLZP,,
นครราชสีมา,14.844166,101.631388,AWN|NT,060359105669,สีคิ้ว),060363058874,870527_MBCLS,,
นครราชสีมา,15.642499,102.443055,AWN|NT,060359105670|060359126468|060359141422,871254 ห้วยโจด-บัวใหญ่)|ถาวร|871430ชุมชนบ้านห้วยโจด-บัวใหญ่),060363120301,871430_CHCBY,,
